CONCESSIONARIA,SUBGRUPO,MODALIDADE,CLASSE,SUBCLASSE,DETALHE,POSTO,UNIDADE,ACESSANTE,Total TE,Total TUSD,TUSD_FioB
Equatorial PI,A3a,Verde,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,1960.43,1677.7918975296
Equatorial PI,A3a,Verde,Não se aplica,Não se aplica,APE,Não se aplica,kW,Não se aplica,0.0,29.65,23.5424186501981
Equatorial PI,A3a,Verde,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,46.06,0.0
Equatorial PI,A3a,Verde,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,385.45,2036.25,1677.7918975296
Equatorial PI,A3a,Verde,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,29.65,23.5424186501981
Equatorial PI,A3a,Verde,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,236.71,121.87,0.0
Equatorial PI,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,46.06,0.0
Equatorial PI,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,kW,Não se aplica,0.0,78.98,69.7626160905717
Equatorial PI,A4,Azul,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,46.06,0.0
Equatorial PI,A4,Azul,Não se aplica,Não se aplica,APE,Fora ponta,kW,Não se aplica,0.0,29.65,23.5424186501981
Equatorial PI,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,385.45,121.87,0.0
Equatorial PI,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,Não se aplica,0.0,78.98,69.7626160905717
Equatorial PI,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,236.71,121.87,0.0
Equatorial PI,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,kW,Não se aplica,0.0,29.65,23.5424186501981
Equatorial PI,A4,Convencional,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,249.1,0.0,0.0
Equatorial PI,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,Equatorial MA,0.0,39.65,21.214796173969
Equatorial PI,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Equatorial MA,0.0,20.32,0.0
Equatorial PI,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,Fora ponta,kW,Equatorial MA,0.0,16.67,7.15926345599763
Equatorial PI,A4,Geração,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,18.74,20.7523766568104
Equatorial PI,A4,Verde,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,1960.43,1677.7918975296
Equatorial PI,A4,Verde,Não se aplica,Não se aplica,APE,Não se aplica,kW,Não se aplica,0.0,29.65,23.5424186501981
Equatorial PI,A4,Verde,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,46.06,0.0
Equatorial PI,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,385.45,2036.25,1677.7918975296
Equatorial PI,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,29.65,23.5424186501981
Equatorial PI,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,236.71,121.87,0.0
Equatorial PI,B,Geração,Não se aplica,Não se aplica,TIPO 01,Não se aplica,kW,Não se aplica,0.0,5.82,6.45245289862641
Equatorial PI,B,Geração,Não se aplica,Não se aplica,TIPO 02,Não se aplica,kW,Não se aplica,0.0,19.6,21.8995063789013
Equatorial PI,B1,Branca,Residencial,Residencial,Não se aplica,Ponta,MWh,Não se aplica,385.45,1281.54,944.430268171408
Equatorial PI,B1,Branca,Residencial,Residencial,Não se aplica,Intermediário,MWh,Não se aplica,236.71,832.48,566.658136616743
Equatorial PI,B1,Branca,Residencial,Residencial,Não se aplica,Fora ponta,MWh,Não se aplica,236.71,383.41,188.886005062078
Equatorial PI,B1,Convencional,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,249.1,407.55,281.919502972593
Equatorial PI,B1,Convencional,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,249.1,494.0,281.919502972593
Equatorial PI,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,249.1,407.55,281.919502972593
Equatorial PI,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,249.1,494.0,281.919502972593
Equatorial PI,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Ponta,MWh,Não se aplica,362.33,1157.39,848.013796454754
Equatorial PI,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Intermediário,MWh,Não se aplica,222.51,754.18,508.808232214982
Equatorial PI,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Fora ponta,MWh,Não se aplica,222.51,350.96,169.602782119886
Equatorial PI,B2,Branca,Rural,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,362.33,1157.39,848.013796454754
Equatorial PI,B2,Branca,Rural,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,222.51,754.18,508.808232214982
Equatorial PI,B2,Branca,Rural,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,222.51,350.96,169.602782119886
Equatorial PI,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Ponta,MWh,Não se aplica,354.62,1132.77,829.970949721674
Equatorial PI,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Intermediário,MWh,Não se aplica,217.77,738.13,497.982525146578
Equatorial PI,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Fora ponta,MWh,Não se aplica,217.77,343.49,165.994212287548
Equatorial PI,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,234.16,464.36,265.004332794238
Equatorial PI,B2,Convencional,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,234.16,464.36,265.004332794238
Equatorial PI,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,229.18,454.48,259.365942734786
Equatorial PI,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,234.16,464.36,265.004332794238
Equatorial PI,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,234.16,464.36,265.004332794238
Equatorial PI,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,229.18,454.48,259.365942734786
Equatorial PI,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,385.45,1264.78,930.334250522101
Equatorial PI,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,236.71,822.42,558.200501741057
Equatorial PI,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,236.71,380.06,186.066874390522
Equatorial PI,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,249.1,494.0,281.919502972593
Equatorial PI,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,249.1,494.0,281.919502972593
Equatorial PI,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,MWh,Não se aplica,137.01,271.7,155.055726634926
Equatorial PI,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,Não se aplica,MWh,Não se aplica,149.46,296.4,169.151701783556
ESE,A3,Azul,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,6.57,0.0
ESE,A3,Azul,Não se aplica,Não se aplica,APE,Ponta,kW,Não se aplica,0.0,31.33,24.5900535208538
ESE,A3,Azul,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,6.57,0.0
ESE,A3,Azul,Não se aplica,Não se aplica,APE,Fora ponta,kW,Não se aplica,0.0,10.94,2.99494798430136
ESE,A3,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,361.55,45.95,0.0
ESE,A3,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,Não se aplica,0.0,31.33,24.5900535208538
ESE,A3,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,223.15,45.95,0.0
ESE,A3,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,kW,Não se aplica,0.0,10.94,2.99494798430136
ESE,A3,Distribuição,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,Sulgipe,0.0,9.33,0.0
ESE,A3,Distribuição,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Sulgipe,0.0,4.62,0.0
ESE,A3,Distribuição,Não se aplica,Não se aplica,Não se aplica,Fora ponta,kW,Sulgipe,0.0,8.79,0.0
ESE,A3,Geração,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,12.96,12.0164463171333
ESE,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,16.88,0.0
ESE,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,kW,Não se aplica,0.0,73.08,70.3480081526323
ESE,A4,Azul,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,16.88,0.0
ESE,A4,Azul,Não se aplica,Não se aplica,APE,Fora ponta,kW,Não se aplica,0.0,26.6,20.132985794347
ESE,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,361.55,65.01,0.0
ESE,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,Não se aplica,0.0,73.08,70.3480081526323
ESE,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,223.15,65.01,0.0
ESE,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,kW,Não se aplica,0.0,26.6,20.132985794347
ESE,A4,Convencional,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,234.68,0.0,0.0
ESE,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,Ceal,0.0,36.25,27.3416044330509
ESE,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,Cercos,0.0,36.25,27.3416044330509
ESE,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,Coelba,0.0,36.25,27.3416044330509
ESE,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,Sulgipe,0.0,8.91,0.0
ESE,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Ceal,0.0,11.15,0.0
ESE,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Cercos,0.0,11.15,0.0
ESE,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Coelba,0.0,11.15,0.0
ESE,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Sulgipe,0.0,11.15,0.0
ESE,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,Fora ponta,kW,Ceal,0.0,16.48,7.82484234659396
