CONCESSIONARIA,SUBGRUPO,MODALIDADE,CLASSE,SUBCLASSE,DETALHE,POSTO,UNIDADE,ACESSANTE,Total TE,Total TUSD,TUSD_FioB
CEMIG-D,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,231.69,117.81,0.0
CEMIG-D,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,kW,Não se aplica,0.0,16.54,13.512431908095
CEMIG-D,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,Coelba,0.0,27.36,16.6587496057248
CEMIG-D,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Coelba,0.0,17.81,0.0
CEMIG-D,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,Fora ponta,kW,Coelba,0.0,10.33,4.78971801992193
CEMIG-D,A4,Geração,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,9.45,10.8843343409364
CEMIG-D,A4,Verde,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,1233.14,1130.27312654827
CEMIG-D,A4,Verde,Não se aplica,Não se aplica,APE,Não se aplica,kW,Não se aplica,0.0,16.54,13.512431908095
CEMIG-D,A4,Verde,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,24.97,0.0
CEMIG-D,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,379.31,1325.98,1130.27312654827
CEMIG-D,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,16.54,13.512431908095
CEMIG-D,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,231.69,117.81,0.0
CEMIG-D,AS,Azul,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,52.55,0.0
CEMIG-D,AS,Azul,Não se aplica,Não se aplica,APE,Ponta,kW,Não se aplica,0.0,78.9,79.6939877168318
CEMIG-D,AS,Azul,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,52.55,0.0
CEMIG-D,AS,Azul,Não se aplica,Não se aplica,APE,Fora ponta,kW,Não se aplica,0.0,17.24,11.2769492873453
CEMIG-D,AS,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,379.31,160.3,0.0
CEMIG-D,AS,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,Não se aplica,0.0,78.9,79.6939877168318
CEMIG-D,AS,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,231.69,160.3,0.0
CEMIG-D,AS,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,kW,Não se aplica,0.0,17.24,11.2769492873453
CEMIG-D,AS,Verde,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,1962.35,1916.64255067419
CEMIG-D,AS,Verde,Não se aplica,Não se aplica,APE,Não se aplica,kW,Não se aplica,0.0,17.24,11.2769492873453
CEMIG-D,AS,Verde,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,52.55,0.0
CEMIG-D,AS,Verde,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,379.31,2070.1,1916.64255067419
CEMIG-D,AS,Verde,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,17.24,11.2769492873453
CEMIG-D,AS,Verde,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,231.69,160.3,0.0
CEMIG-D,B,Geração,Não se aplica,Não se aplica,TIPO 01,Não se aplica,kW,Não se aplica,0.0,2.43,2.79399120648625
CEMIG-D,B,Geração,Não se aplica,Não se aplica,TIPO 02,Não se aplica,kW,Não se aplica,0.0,12.34,14.3174110436898
CEMIG-D,B1,Branca,Residencial,Residencial,Não se aplica,Ponta,MWh,Não se aplica,379.31,871.16,663.35797394826
CEMIG-D,B1,Branca,Residencial,Residencial,Não se aplica,Intermediário,MWh,Não se aplica,231.69,586.45,398.014784368956
CEMIG-D,B1,Branca,Residencial,Residencial,Não se aplica,Fora ponta,MWh,Não se aplica,231.69,301.74,132.671594789652
CEMIG-D,B1,Convencional,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,244.0,301.37,232.757202320318
CEMIG-D,B1,Convencional,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,244.0,409.13,232.757202320318
CEMIG-D,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,244.0,301.37,232.757202320318
CEMIG-D,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,244.0,409.13,232.757202320318
CEMIG-D,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Ponta,MWh,Não se aplica,354.52,872.58,674.390430966165
CEMIG-D,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Intermediário,MWh,Não se aplica,216.55,583.13,404.634258579699
CEMIG-D,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Fora ponta,MWh,Não se aplica,216.55,293.69,134.878086193233
CEMIG-D,B2,Branca,Rural,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,356.55,877.58,678.254314294718
CEMIG-D,B2,Branca,Rural,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,217.79,586.47,406.95258857683
CEMIG-D,B2,Branca,Rural,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,217.79,295.37,135.650862858943
CEMIG-D,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Ponta,MWh,Não se aplica,348.97,858.9,663.823371437383
CEMIG-D,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Intermediário,MWh,Não se aplica,213.16,574.0,398.29402286243
CEMIG-D,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Fora ponta,MWh,Não se aplica,213.16,289.09,132.764674287477
CEMIG-D,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,228.05,382.39,217.545355885738
CEMIG-D,B2,Convencional,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,229.36,384.58,218.791770181099
CEMIG-D,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,224.48,376.4,214.136626134693
CEMIG-D,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,228.05,382.39,217.545355885738
CEMIG-D,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,229.36,384.58,218.791770181099
CEMIG-D,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,224.48,376.4,214.136626134693
CEMIG-D,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,379.31,921.1,709.909309083029
CEMIG-D,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,231.69,616.42,425.945611782141
CEMIG-D,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,231.69,311.73,141.981914481253
CEMIG-D,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,244.0,409.13,232.757202320318
CEMIG-D,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,244.0,409.13,232.757202320318
CEMIG-D,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,MWh,Não se aplica,134.2,225.02,128.016461276175
CEMIG-D,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,Não se aplica,MWh,Não se aplica,146.4,245.48,139.654321392191
CEMIRIM,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,8.26,0.0
CEMIRIM,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,kW,Não se aplica,0.0,36.43,26.1700819919147
CEMIRIM,A4,Azul,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,8.26,0.0
CEMIRIM,A4,Azul,Não se aplica,Não se aplica,APE,Fora ponta,kW,Não se aplica,0.0,16.68,6.54904191114222
CEMIRIM,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,210.64,100.35,0.0
CEMIRIM,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,Não se aplica,0.0,36.43,26.1700819919147
CEMIRIM,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,210.64,100.35,0.0
CEMIRIM,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,kW,Não se aplica,0.0,16.68,6.54904191114222
CEMIRIM,A4,Geração,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,3.38,3.38312544746649
CEMIRIM,A4,Verde,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,884.34,629.389777512823
CEMIRIM,A4,Verde,Não se aplica,Não se aplica,APE,Não se aplica,kW,Não se aplica,0.0,16.68,6.54904191114222
CEMIRIM,A4,Verde,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,8.26,0.0
CEMIRIM,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,210.64,976.42,629.389777512823
CEMIRIM,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,16.68,6.54904191114222
CEMIRIM,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,210.64,100.35,0.0
CEMIRIM,B,Geração,Não se aplica,Não se aplica,TIPO 01,Não se aplica,kW,Não se aplica,0.0,3.7800000000000002,3.77837819571094
CEMIRIM,B,Geração,Não se aplica,Não se aplica,TIPO 02,Não se aplica,kW,Não se aplica,0.0,7.6899999999999995,7.68622940544059
CEMIRIM,B1,Branca,Residencial,Residencial,Não se aplica,Ponta,MWh,Não se aplica,210.64,611.86,369.308105076027
CEMIRIM,B1,Branca,Residencial,Residencial,Não se aplica,Intermediário,MWh,Não se aplica,210.64,417.36,221.584833653331
CEMIRIM,B1,Branca,Residencial,Residencial,Não se aplica,Fora ponta,MWh,Não se aplica,210.64,222.85,73.8616357113477
CEMIRIM,B1,Convencional,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,210.64,213.26,147.723124461272
CEMIRIM,B1,Convencional,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,210.64,320.11,147.723124461272
CEMIRIM,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,210.64,213.26,147.723124461272
CEMIRIM,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,210.64,320.11,147.723124461272
CEMIRIM,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Ponta,MWh,Não se aplica,198.01,620.86,381.864587555799
CEMIRIM,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Intermediário,MWh,Não se aplica,198.01,419.74,229.118711090358
CEMIRIM,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Fora ponta,MWh,Não se aplica,198.01,218.62,76.372903696786
CEMIRIM,B2,Branca,Rural,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,198.01,620.86,381.864587555799
CEMIRIM,B2,Branca,Rural,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,198.01,419.74,229.118711090358
CEMIRIM,B2,Branca,Rural,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,198.01,218.62,76.372903696786
CEMIRIM,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Ponta,MWh,Não se aplica,193.79,607.65,373.739809097165
CEMIRIM,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Intermediário,MWh,Não se aplica,193.79,410.81,224.243844896946
CEMIRIM,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Fora ponta,MWh,Não se aplica,193.79,213.97,74.747948298982
CEMIRIM,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,198.01,300.9,138.859736993596
CEMIRIM,B2,Convencional,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,198.01,300.9,138.859736993596
CEMIRIM,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,193.79,294.5,135.90527450437
CEMIRIM,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,198.01,300.9,138.859736993596
CEMIRIM,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,198.01,300.9,138.859736993596
CEMIRIM,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,193.79,294.5,135.90527450437
CEMIRIM,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,210.64,728.56,457.942009145075
CEMIRIM,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,210.64,487.38,274.765102614049
CEMIRIM,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,210.64,246.19,91.5883430444456
CEMIRIM,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,210.64,320.11,147.723124461272
CEMIRIM,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,210.64,320.11,147.723124461272
CEMIRIM,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,MWh,Não se aplica,115.85,176.06,81.2477184536996
CEMIRIM,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,Não se aplica,MWh,Não se aplica,126.39,192.06,88.6338746767632
CEPRAG,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,14.87,0.0
CEPRAG,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,kW,Não se aplica,0.0,88.9,56.6742476444055
CEPRAG,A4,Azul,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,14.87,0.0
CEPRAG,A4,Azul,Não se aplica,Não se aplica,APE,Fora ponta,kW,Não se aplica,0.0,34.1,15.5116133733384
CEPRAG,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,202.43,104.84,0.0
CEPRAG,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,Não se aplica,0.0,88.9,56.6742476444055
CEPRAG,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,202.43,104.84,0.0
CEPRAG,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,kW,Não se aplica,0.0,34.1,15.5116133733384
CEPRAG,A4,Geração,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,8.67,8.65733997578866
CEPRAG,A4,Verde,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,2153.64,1363.01647151175
CEPRAG,A4,Verde,Não se aplica,Não se aplica,APE,Não se aplica,kW,Não se aplica,0.0,34.1,15.5116133733384
CEPRAG,A4,Verde,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,14.87,0.0
CEPRAG,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,202.43,2243.61,1363.01647151175
CEPRAG,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,34.1,15.5116133733384
CEPRAG,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,202.43,104.84,0.0
CEPRAG,B,Geração,Não se aplica,Não se aplica,TIPO 01,Não se aplica,kW,Não se aplica,0.0,4.98,4.97304439052562
CEPRAG,B,Geração,Não se aplica,Não se aplica,TIPO 02,Não se aplica,kW,Não se aplica,0.0,14.81,14.8023069941238
CEPRAG,B1,Branca,Residencial,Residencial,Não se aplica,Ponta,MWh,Não se aplica,202.43,1187.16,751.859367025791
CEPRAG,B1,Branca,Residencial,Residencial,Não se aplica,Intermediário,MWh,Não se aplica,202.43,765.95,451.115774356666
CEPRAG,B1,Branca,Residencial,Residencial,Não se aplica,Fora ponta,MWh,Não se aplica,202.43,344.74,150.371924785555
CEPRAG,B1,Convencional,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,202.43,419.76,278.466465533884
CEPRAG,B1,Convencional,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,202.43,524.15,278.466465533884
CEPRAG,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,202.43,419.76,278.466465533884
CEPRAG,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,202.43,524.15,278.466465533884
CEPRAG,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Ponta,MWh,Não se aplica,190.28,1207.61,772.18745459069
CEPRAG,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Intermediário,MWh,Não se aplica,190.28,774.94,463.312702167886
CEPRAG,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Fora ponta,MWh,Não se aplica,190.28,342.39,154.437406397385
CEPRAG,B2,Branca,Rural,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,190.28,1207.61,772.18745459069
CEPRAG,B2,Branca,Rural,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,190.28,774.94,463.312702167886
CEPRAG,B2,Branca,Rural,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,190.28,342.39,154.437406397385
CEPRAG,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Ponta,MWh,Não se aplica,186.23,1181.91,755.75793428025
CEPRAG,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Intermediário,MWh,Não se aplica,186.23,758.45,453.454985100484
CEPRAG,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Fora ponta,MWh,Não se aplica,186.23,335.11,151.151504133611
CEPRAG,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,190.28,492.71,261.758477601851
CEPRAG,B2,Convencional,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,190.28,492.71,261.758477601851
CEPRAG,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,186.23,482.22,256.189148291173
CEPRAG,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,190.28,492.71,261.758477601851
CEPRAG,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,190.28,492.71,261.758477601851
CEPRAG,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,186.23,482.22,256.189148291173
CEPRAG,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,202.43,1460.24,946.785995660304
CEPRAG,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,202.43,929.72,568.071558860885
CEPRAG,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,202.43,399.33,189.35737896345
CEPRAG,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,202.43,524.15,278.466465533884
CEPRAG,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,202.43,524.15,278.466465533884
CEPRAG,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,MWh,Não se aplica,111.33,288.29,153.156556043636
CEPRAG,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,Não se aplica,MWh,Não se aplica,121.46,314.49,167.07987932033
CERAL ANITÁPOLIS,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,9.27,0.0
CERAL ANITÁPOLIS,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,kW,Não se aplica,0.0,91.48,43.3877028300388
CERAL ANITÁPOLIS,A4,Azul,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,9.27,0.0
CERAL ANITÁPOLIS,A4,Azul,Não se aplica,Não se aplica,APE,Fora ponta,kW,Não se aplica,0.0,31.56,12.123975664116
CERAL ANITÁPOLIS,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,192.1,124.05,0.0
CERAL ANITÁPOLIS,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,Não se aplica,0.0,91.48,43.3877028300388
CERAL ANITÁPOLIS,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,192.1,124.05,0.0
CERAL ANITÁPOLIS,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,kW,Não se aplica,0.0,31.56,12.123975664116
CERAL ANITÁPOLIS,A4,Geração,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,5.5,5.48492986776581
CERAL ANITÁPOLIS,A4,Verde,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,2209.87,1043.47501949922
CERAL ANITÁPOLIS,A4,Verde,Não se aplica,Não se aplica,APE,Não se aplica,kW,Não se aplica,0.0,31.56,12.123975664116
CERAL ANITÁPOLIS,A4,Verde,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,9.27,0.0
CERAL ANITÁPOLIS,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,192.1,2324.65,1043.47501949922
CERAL ANITÁPOLIS,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,31.56,12.123975664116
CERAL ANITÁPOLIS,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,192.1,124.05,0.0
CERAL ANITÁPOLIS,B,Geração,Não se aplica,Não se aplica,TIPO 01,Não se aplica,kW,Não se aplica,0.0,5.67,5.65764173494223
CERAL ANITÁPOLIS,B,Geração,Não se aplica,Não se aplica,TIPO 02,Não se aplica,kW,Não se aplica,0.0,11.52,11.5106640230791
CERAL ANITÁPOLIS,B1,Branca,Residencial,Residencial,Não se aplica,Ponta,MWh,Não se aplica,192.1,1059.86,487.541959099963
CERAL ANITÁPOLIS,B1,Branca,Residencial,Residencial,Não se aplica,Intermediário,MWh,Não se aplica,192.1,695.4,292.525321447938
CERAL ANITÁPOLIS,B1,Branca,Residencial,Residencial,Não se aplica,Fora ponta,MWh,Não se aplica,192.1,331.0,97.5083188260126
CERAL ANITÁPOLIS,B1,Convencional,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,192.1,352.13,180.571129005492
CERAL ANITÁPOLIS,B1,Convencional,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,192.1,486.09,180.571129005492
CERAL ANITÁPOLIS,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,192.1,352.13,180.571129005492
CERAL ANITÁPOLIS,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,192.1,486.09,180.571129005492
CERAL ANITÁPOLIS,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Ponta,MWh,Não se aplica,180.57,1075.4,500.723752167952
CERAL ANITÁPOLIS,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Intermediário,MWh,Não se aplica,180.57,701.12,300.434144567352
CERAL ANITÁPOLIS,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Fora ponta,MWh,Não se aplica,180.57,326.84,100.144727562143
CERAL ANITÁPOLIS,B2,Branca,Rural,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,180.57,1075.4,500.723752167952
CERAL ANITÁPOLIS,B2,Branca,Rural,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,180.57,701.12,300.434144567352
CERAL ANITÁPOLIS,B2,Branca,Rural,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,180.57,326.84,100.144727562143
CERAL ANITÁPOLIS,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Ponta,MWh,Não se aplica,176.73,1052.52,490.070055313315
CERAL ANITÁPOLIS,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Intermediário,MWh,Não se aplica,176.73,686.2,294.041928725493
CERAL ANITÁPOLIS,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Fora ponta,MWh,Não se aplica,176.73,319.88,98.0139886778424
CERAL ANITÁPOLIS,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,180.57,456.93,169.736861265162
CERAL ANITÁPOLIS,B2,Convencional,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,180.57,456.93,169.736861265162
CERAL ANITÁPOLIS,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,176.73,447.2,166.125438685052
CERAL ANITÁPOLIS,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,180.57,456.93,169.736861265162
CERAL ANITÁPOLIS,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,180.57,456.93,169.736861265162
CERAL ANITÁPOLIS,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,176.73,447.2,166.125438685052
CERAL ANITÁPOLIS,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,192.1,1312.86,622.970204473554
CERAL ANITÁPOLIS,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,192.1,847.13,373.782098352806
CERAL ANITÁPOLIS,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,192.1,381.48,124.594154440902
CERAL ANITÁPOLIS,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,192.1,486.09,180.571129005492
CERAL ANITÁPOLIS,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,192.1,486.09,180.571129005492
CERAL ANITÁPOLIS,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,MWh,Não se aplica,105.66,267.35,99.3141209530204
CERAL ANITÁPOLIS,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,Não se aplica,MWh,Não se aplica,115.26,291.65,108.342677403295
CERAL ARAPOTI,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,9.48,0.0
CERAL ARAPOTI,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,kW,Não se aplica,0.0,59.46,30.9493883356621
