CONCESSIONARIA,SUBGRUPO,MODALIDADE,CLASSE,SUBCLASSE,POSTO,UNIDADE,Total TUSD,Total TE
CEB,B2,Convencional,Rural,Não se aplica,Não se aplica,MWh,324.93,331.85
CEB,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,MWh,318.02,324.79
CEB,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,324.93,331.85
CEB,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,MWh,324.93,331.85
CEB,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,MWh,318.02,324.79
CEB,B3,Branca,Não se aplica,Não se aplica,Ponta,MWh,740.02,543.08
CEB,B3,Branca,Não se aplica,Não se aplica,Intermediário,MWh,520.42,335.75
CEB,B3,Branca,Não se aplica,Não se aplica,Fora ponta,MWh,300.83,335.75
CEB,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,345.68,353.03
CEB,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,MWh,345.68,353.03
CEB,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,MWh,190.12,194.17
CEB,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,MWh,207.41,211.82
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEBDIS,,,,,,,,
CEDRAP,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,5.16,0.0
CEDRAP,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,100.27,0.0
CEDRAP,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,5.16,0.0
CEDRAP,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,28.94,0.0
CEDRAP,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,98.98,266.47
CEDRAP,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,100.27,0.0
CEDRAP,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,98.98,266.47
CEDRAP,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,28.94,0.0
CEDRAP,A4,Geração,Não se aplica,Não se aplica,Não se aplica,kW,8.0,0.0
CEDRAP,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,2416.57,0.0
CEDRAP,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,28.94,0.0
CEDRAP,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,5.16,0.0
CEDRAP,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,2510.39,266.47
CEDRAP,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,28.94,0.0
CEDRAP,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,98.98,266.47
CEDRAP,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,6.89,0.0
CEDRAP,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,17.71,0.0
CEDRAP,B1,Branca,Residencial,Residencial,Ponta,MWh,1591.77,266.47
CEDRAP,B1,Branca,Residencial,Residencial,Intermediário,MWh,1007.5,266.47
CEDRAP,B1,Branca,Residencial,Residencial,Fora ponta,MWh,423.23,266.47
CEDRAP,B1,Convencional,Residencial,Baixa Renda,Não se aplica,MWh,618.43,266.47
CEDRAP,B1,Convencional,Residencial,Residencial,Não se aplica,MWh,727.29,266.47
CEDRAP,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,MWh,618.43,266.47
CEDRAP,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,MWh,727.29,266.47
CEDRAP,B2,Branca,Rural,Cooperativa de eletrificação rural,Ponta,MWh,1804.5,250.48
CEDRAP,B2,Branca,Rural,Cooperativa de eletrificação rural,Intermediário,MWh,1131.99,250.48
CEDRAP,B2,Branca,Rural,Cooperativa de eletrificação rural,Fora ponta,MWh,459.48,250.48
CEDRAP,B2,Branca,Rural,Não se aplica,Ponta,MWh,1804.5,250.48
CEDRAP,B2,Branca,Rural,Não se aplica,Intermediário,MWh,1131.99,250.48
CEDRAP,B2,Branca,Rural,Não se aplica,Fora ponta,MWh,459.48,250.48
CEDRAP,B2,Branca,Rural,Serviço público de irrigação rural,Ponta,MWh,1766.1,245.15
CEDRAP,B2,Branca,Rural,Serviço público de irrigação rural,Intermediário,MWh,1107.9,245.15
CEDRAP,B2,Branca,Rural,Serviço público de irrigação rural,Fora ponta,MWh,449.7,245.15
CEDRAP,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,683.65,250.48
CEDRAP,B2,Convencional,Rural,Não se aplica,Não se aplica,MWh,683.65,250.48
CEDRAP,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,MWh,669.1,245.15
CEDRAP,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,683.65,250.48
CEDRAP,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,MWh,683.65,250.48
CEDRAP,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,MWh,669.1,245.15
CEDRAP,B3,Branca,Não se aplica,Não se aplica,Ponta,MWh,2068.72,266.47
CEDRAP,B3,Branca,Não se aplica,Não se aplica,Intermediário,MWh,1293.67,266.47
CEDRAP,B3,Branca,Não se aplica,Não se aplica,Fora ponta,MWh,518.62,266.47
CEDRAP,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,727.29,266.47
CEDRAP,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,MWh,727.29,266.47
CEDRAP,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,MWh,400.01,146.56
CEDRAP,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,MWh,436.37,159.88
CEDRI,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,12.33,0.0
CEDRI,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,100.2,0.0
CEDRI,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,12.33,0.0
CEDRI,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,32.21,0.0
CEDRI,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,126.58,269.21
CEDRI,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,100.2,0.0
CEDRI,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,126.58,269.21
CEDRI,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,32.21,0.0
CEDRI,A4,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,0.0,269.21
CEDRI,A4,Geração,Não se aplica,Não se aplica,Não se aplica,kW,10.34,0.0
CEDRI,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,2422.02,0.0
CEDRI,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,32.21,0.0
CEDRI,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,12.33,0.0
CEDRI,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,2536.27,269.21
CEDRI,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,32.21,0.0
CEDRI,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,126.58,269.21
CEDRI,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.51,0.0
CEDRI,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,13.81,0.0
CEDRI,B1,Branca,Residencial,Residencial,Ponta,MWh,1092.52,269.21
CEDRI,B1,Branca,Residencial,Residencial,Intermediário,MWh,721.8,269.21
CEDRI,B1,Branca,Residencial,Residencial,Fora ponta,MWh,351.07,269.21
CEDRI,B1,Convencional,Residencial,Baixa Renda,Não se aplica,MWh,351.99,269.21
CEDRI,B1,Convencional,Residencial,Residencial,Não se aplica,MWh,485.29,269.21
CEDRI,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,MWh,351.99,269.21
CEDRI,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,MWh,485.29,269.21
CEDRI,B2,Branca,Rural,Cooperativa de eletrificação rural,Ponta,MWh,1087.05,253.06
CEDRI,B2,Branca,Rural,Cooperativa de eletrificação rural,Intermediário,MWh,714.54,253.06
CEDRI,B2,Branca,Rural,Cooperativa de eletrificação rural,Fora ponta,MWh,342.02,253.06
CEDRI,B2,Branca,Rural,Não se aplica,Ponta,MWh,1087.05,253.06
CEDRI,B2,Branca,Rural,Não se aplica,Intermediário,MWh,714.54,253.06
CEDRI,B2,Branca,Rural,Não se aplica,Fora ponta,MWh,342.02,253.06
CEDRI,B2,Branca,Rural,Serviço público de irrigação rural,Ponta,MWh,1063.92,247.67
CEDRI,B2,Branca,Rural,Serviço público de irrigação rural,Intermediário,MWh,699.34,247.67
CEDRI,B2,Branca,Rural,Serviço público de irrigação rural,Fora ponta,MWh,334.75,247.67
CEDRI,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,456.17,253.06
CEDRI,B2,Convencional,Rural,Não se aplica,Não se aplica,MWh,456.17,253.06
CEDRI,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,MWh,446.47,247.67
CEDRI,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,456.17,253.06
CEDRI,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,MWh,456.17,253.06
CEDRI,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,MWh,446.47,247.67
CEDRI,B3,Branca,Não se aplica,Não se aplica,Ponta,MWh,1188.39,269.21
CEDRI,B3,Branca,Não se aplica,Não se aplica,Intermediário,MWh,779.32,269.21
CEDRI,B3,Branca,Não se aplica,Não se aplica,Fora ponta,MWh,370.25,269.21
CEDRI,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,485.29,269.21
CEDRI,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,MWh,485.29,269.21
CEDRI,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,MWh,266.91,148.07
CEDRI,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,MWh,291.18,161.53
CEEE-D,A2,Azul,Não se aplica,Não se aplica,Ponta,MWh,17.32,0.0
CEEE-D,A2,Azul,Não se aplica,Não se aplica,Ponta,kW,26.99,0.0
CEEE-D,A2,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,17.32,0.0
CEEE-D,A2,Azul,Não se aplica,Não se aplica,Fora ponta,kW,18.01,0.0
CEEE-D,A2,Azul,Não se aplica,Não se aplica,Ponta,MWh,104.71,414.35
CEEE-D,A2,Azul,Não se aplica,Não se aplica,Ponta,kW,26.99,0.0
CEEE-D,A2,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,104.71,266.09
CEEE-D,A2,Azul,Não se aplica,Não se aplica,Fora ponta,kW,18.01,0.0
CEEE-D,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,8.68,0.0
CEEE-D,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,8.68,0.0
CEEE-D,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,8.68,0.0
CEEE-D,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,6.46,0.0
CEEE-D,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,6.46,0.0
CEEE-D,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,6.46,0.0
CEEE-D,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,6.46,0.0
CEEE-D,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,8.68,0.0
CEEE-D,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,7.02,0.0
CEEE-D,A3,Azul,Não se aplica,Não se aplica,Ponta,MWh,16.41,0.0
CEEE-D,A3,Azul,Não se aplica,Não se aplica,Ponta,kW,24.31,0.0
CEEE-D,A3,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,16.41,0.0
CEEE-D,A3,Azul,Não se aplica,Não se aplica,Fora ponta,kW,16.33,0.0
CEEE-D,A3,Azul,Não se aplica,Não se aplica,Ponta,MWh,103.8,414.35
CEEE-D,A3,Azul,Não se aplica,Não se aplica,Ponta,kW,24.31,0.0
CEEE-D,A3,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,103.8,266.09
CEEE-D,A3,Azul,Não se aplica,Não se aplica,Fora ponta,kW,16.33,0.0
CEEE-D,A3,Geração,Não se aplica,Não se aplica,Não se aplica,kW,6.86,0.0
CEEE-D,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,25.6,0.0
CEEE-D,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,51.81,0.0
CEEE-D,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,25.6,0.0
CEEE-D,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,26.12,0.0
CEEE-D,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,137.58,414.35
CEEE-D,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,51.81,0.0
CEEE-D,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,137.58,266.09
CEEE-D,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,26.12,0.0
CEEE-D,A4,Distribuição,Não se aplica,Não se aplica,Ponta,kW,32.57,0.0
CEEE-D,A4,Distribuição,Não se aplica,Não se aplica,Ponta,kW,32.57,0.0
CEEE-D,A4,Distribuição,Não se aplica,Não se aplica,Ponta,kW,32.57,0.0
CEEE-D,A4,Distribuição,Não se aplica,Não se aplica,Ponta,kW,32.57,0.0
CEEE-D,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,9.54,0.0
CEEE-D,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,9.54,0.0
CEEE-D,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,9.54,0.0
CEEE-D,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,9.54,0.0
CEEE-D,A4,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,19.65,0.0
CEEE-D,A4,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,19.65,0.0
CEEE-D,A4,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,19.65,0.0
CEEE-D,A4,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,19.65,0.0
CEEE-D,A4,Geração,Não se aplica,Não se aplica,Não se aplica,kW,9.36,0.0
CEEE-D,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1283.48,0.0
CEEE-D,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,26.12,0.0
CEEE-D,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,25.6,0.0
CEEE-D,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1395.46,414.35
CEEE-D,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,26.12,0.0
CEEE-D,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,137.58,266.09
CEEE-D,AS,Azul,Não se aplica,Não se aplica,Ponta,MWh,47.64,0.0
CEEE-D,AS,Azul,Não se aplica,Não se aplica,Ponta,kW,84.51,0.0
CEEE-D,AS,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,47.64,0.0
CEEE-D,AS,Azul,Não se aplica,Não se aplica,Fora ponta,kW,22.75,0.0
CEEE-D,AS,Azul,Não se aplica,Não se aplica,Ponta,MWh,177.51,414.35
CEEE-D,AS,Azul,Não se aplica,Não se aplica,Ponta,kW,84.51,0.0
CEEE-D,AS,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,177.51,266.09
CEEE-D,AS,Azul,Não se aplica,Não se aplica,Fora ponta,kW,22.75,0.0
CEEE-D,AS,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,177.51,278.44
CEEE-D,AS,Convencional,Não se aplica,Não se aplica,Não se aplica,kW,83.59,0.0
CEEE-D,AS,Verde,Não se aplica,Não se aplica,Ponta,MWh,2099.73,0.0
CEEE-D,AS,Verde,Não se aplica,Não se aplica,Não se aplica,kW,22.75,0.0
CEEE-D,AS,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,47.64,0.0
CEEE-D,AS,Verde,Não se aplica,Não se aplica,Ponta,MWh,2229.6,414.35
CEEE-D,AS,Verde,Não se aplica,Não se aplica,Não se aplica,kW,22.75,0.0
CEEE-D,AS,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,177.51,266.09
CEEE-D,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,3.85,0.0
CEEE-D,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,9.9,0.0
CEEE-D,B1,Branca,Residencial,Residencial,Ponta,MWh,811.24,414.35
CEEE-D,B1,Branca,Residencial,Residencial,Intermediário,MWh,554.9,266.09
CEEE-D,B1,Branca,Residencial,Residencial,Fora ponta,MWh,298.56,266.09
CEEE-D,B1,Convencional,Residencial,Baixa Renda,Não se aplica,MWh,247.24,278.44
CEEE-D,B1,Convencional,Residencial,Residencial,Não se aplica,MWh,377.12,278.44
CEEE-D,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,MWh,247.24,278.44
CEEE-D,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,MWh,377.12,278.44
CEEE-D,B2,Branca,Rural,Cooperativa de eletrificação rural,Ponta,MWh,743.14,389.49
CEEE-D,B2,Branca,Rural,Cooperativa de eletrificação rural,Intermediário,MWh,509.95,250.12
CEEE-D,B2,Branca,Rural,Cooperativa de eletrificação rural,Fora ponta,MWh,276.76,250.12
CEEE-D,B2,Branca,Rural,Não se aplica,Ponta,MWh,743.14,389.49
CEEE-D,B2,Branca,Rural,Não se aplica,Intermediário,MWh,509.95,250.12
CEEE-D,B2,Branca,Rural,Não se aplica,Fora ponta,MWh,276.76,250.12
CEEE-D,B2,Branca,Rural,Serviço público de irrigação rural,Ponta,MWh,727.33,381.2
CEEE-D,B2,Branca,Rural,Serviço público de irrigação rural,Intermediário,MWh,499.1,244.8
CEEE-D,B2,Branca,Rural,Serviço público de irrigação rural,Fora ponta,MWh,270.87,244.8
CEEE-D,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,354.49,261.74
CEEE-D,B2,Convencional,Rural,Não se aplica,Não se aplica,MWh,354.49,261.74
CEEE-D,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,MWh,346.95,256.17
CEEE-D,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,354.49,261.74
CEEE-D,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,MWh,354.49,261.74
CEEE-D,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,MWh,346.95,256.17
CEEE-D,B3,Branca,Não se aplica,Não se aplica,Ponta,MWh,852.59,414.35
CEEE-D,B3,Branca,Não se aplica,Não se aplica,Intermediário,MWh,579.71,266.09
CEEE-D,B3,Branca,Não se aplica,Não se aplica,Fora ponta,MWh,306.83,266.09
CEEE-D,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,377.12,278.44
CEEE-D,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,MWh,377.12,278.44
CEEE-D,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,MWh,207.41,153.14
CEEE-D,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,MWh,226.27,167.07
CEGERO,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,6.71,0.0
CEGERO,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,37.89,0.0
CEGERO,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,6.71,0.0
CEGERO,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,15.39,0.0
CEGERO,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,105.41,194.01
CEGERO,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,37.89,0.0
CEGERO,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,105.41,194.01
CEGERO,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,15.39,0.0
CEGERO,A4,Geração,Não se aplica,Não se aplica,Não se aplica,kW,3.26,0.0
CEGERO,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,918.12,0.0
CEGERO,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,15.39,0.0
CEGERO,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,6.71,0.0
CEGERO,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1016.82,194.01
CEGERO,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,15.39,0.0
CEGERO,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,105.41,194.01
CEGERO,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,1.87,0.0
CEGERO,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.5600000000000005,0.0
CEGERO,B1,Branca,Residencial,Residencial,Ponta,MWh,565.47,194.01
CEGERO,B1,Branca,Residencial,Residencial,Intermediário,MWh,390.56,194.01
CEGERO,B1,Branca,Residencial,Residencial,Fora ponta,MWh,215.62,194.01
CEGERO,B1,Convencional,Residencial,Baixa Renda,Não se aplica,MWh,175.32,194.01
CEGERO,B1,Convencional,Residencial,Residencial,Não se aplica,MWh,290.13,194.01
CEGERO,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,MWh,175.32,194.01
CEGERO,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,MWh,290.13,194.01
CEGERO,B2,Branca,Rural,Cooperativa de eletrificação rural,Ponta,MWh,569.63,182.37
CEGERO,B2,Branca,Rural,Cooperativa de eletrificação rural,Intermediário,MWh,389.93,182.37
CEGERO,B2,Branca,Rural,Cooperativa de eletrificação rural,Fora ponta,MWh,210.3,182.37
CEGERO,B2,Branca,Rural,Não se aplica,Ponta,MWh,569.63,182.37
CEGERO,B2,Branca,Rural,Não se aplica,Intermediário,MWh,389.93,182.37
CEGERO,B2,Branca,Rural,Não se aplica,Fora ponta,MWh,210.3,182.37
CEGERO,B2,Branca,Rural,Serviço público de irrigação rural,Ponta,MWh,557.51,178.49
CEGERO,B2,Branca,Rural,Serviço público de irrigação rural,Intermediário,MWh,381.64,178.49
CEGERO,B2,Branca,Rural,Serviço público de irrigação rural,Fora ponta,MWh,205.83,178.49
CEGERO,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,272.72,182.37
CEGERO,B2,Convencional,Rural,Não se aplica,Não se aplica,MWh,272.72,182.37
CEGERO,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,MWh,266.92,178.49
CEGERO,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,272.72,182.37
CEGERO,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,MWh,272.72,182.37
CEGERO,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,MWh,266.92,178.49
CEGERO,B3,Branca,Não se aplica,Não se aplica,Ponta,MWh,678.87,194.01
CEGERO,B3,Branca,Não se aplica,Não se aplica,Intermediário,MWh,458.57,194.01
CEGERO,B3,Branca,Não se aplica,Não se aplica,Fora ponta,MWh,238.3,194.01
CEGERO,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,290.13,194.01
CEGERO,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,MWh,290.13,194.01
CEGERO,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,MWh,159.57,106.7
CEGERO,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,MWh,174.08,116.41
CEJAMA,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,1.58,0.0
CEJAMA,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,90.43,0.0
CEJAMA,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,1.58,0.0
CEJAMA,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,29.82,0.0
CEJAMA,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,88.7,191.01
CEJAMA,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,90.43,0.0
